id,member_id,loan_amnt,funded_amnt,term,apr,int_rate,exp_default_rate,service_fee_rate,installment,grade,sub_grade,emp_name,emp_length,emp_status,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,credit_pull_d,review_status_d,review_status,url,desc,purpose,title,addr_city,addr_state,msa,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_loan_delinq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec_gt_100,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,total_il_high_credit_limit,mths_since_oldest_il_open,num_rev_accts,mths_since_recent_bc_dlq,initial_list_status,ils_exp_d,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt
"4214915","5387090","25000.0","23225.0","36","24.81","21.00","7.00","0.72","941.88","E","E2","Ventana Medical Systems","4 years","Employed","RENT","125000.0","FALSE","04-05-2013 15:14:03","04-19-2013 15:16:38","04-05-2013 18:00:47","04-05-2013 15:13:36"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4214915"," ","Business","Business","ladera ranch","CA","","0","4","7792","57.1","72.9","19.2","0","0.0","09-21-1998 15:13:36","685","689","1"," "," ","5"," "," ","3","0","11","0","0","58346","20908.0","72.9","28700","23","72321","28","14"," ","f","04-05-2013 18:00:00","0","0","0","0","0","null","11","2","3","107000","58346","5304","14","7","7","100","0","0","0","8","169","7","177","3","28700","7","7","0",
"4187492","5329869","15000.0","13225.0","36","13.99","11.14","2.80","0.70","492.08","B","B2","Kelleher International","5 years","Employed","RENT","170000.0","FALSE","04-05-2013 20:20:16","04-19-2013 20:35:47","04-06-2013 06:01:35","04-05-2013 20:14:24"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4187492"," ","Credit card refinancing","Credit Card Refi Loan","WESTLAKE VILLAGE","CA","","0","7","6744","20.0","42.8","6.9","1","0.0","07-07-2001 20:14:24","695","699","2","19"," ","4"," ","64","15","0","13","0","0","59327","15162.0","61.4","11800","23","56910"," ","11","64","f","04-06-2013 06:00:00","0","0","0","0","0","null","13","0","13","81610","59327","4564","6","2","5","90","0","0","0","12","115","4","143","13","24700","4","9","0",
"4245323","5417534","9500.0","7625.0","36","19.49","15.80","4.40","0.70","333.06","C","C3","COLUMBIA DENTAL GROUP","< 1 year","Employed","RENT","140000.0","FALSE","04-06-2013 13:44:34","04-20-2013 13:50:58","04-06-2013 14:00:44","04-06-2013 13:33:24"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245323"," ","Debt consolidation","WFDSCONSOL","ORANGE","CT","","0","6","3784","66.7","75.1","18.1","0","0.0","10-15-2005 13:33:24","685","689","3"," "," ","4"," "," ","54","0","11","0","0","389607","11416.0","75.1","15200","16","360192","59","3"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","11","1","4","375392","389607","35419","3","3","3","100","0","0","0","11","59","3","91","54","15200","3","3","0",
"4245208","5417410","9000.0","7000.0","36","14.99","12.12","3.20","0.70","299.45","B","B3","PCH&S","7 years","Employed","MORTGAGE","82000.0","FALSE","04-06-2013 10:06:47","04-20-2013 10:12:34","04-06-2013 14:00:44","04-06-2013 10:03:16"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245208"," ","Home improvement","Home Improvement","Spring Valley","CA","","0","6","355","100.0","96.5","23.27","0","0.0","02-01-1991 09:03:16","670","674","1","66"," ","5","66"," ","11","1","14","0","0","33825","17731.0","66.7","10200","32","30200","44","20"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","14","4","9","287792","261634","20126","9","5","5","96","0","0","0","11","139","9","270","9","26600","9","11","0",
"4225381","5397600","5600.0","3225.0","36","15.99","13.11","3.50","0.70","188.99","B","B4","US Airways","6 years","Employed","RENT","95000.0","FALSE","04-06-2013 16:33:44","04-20-2013 16:36:20","04-06-2013 18:00:48","04-06-2013 16:33:16"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225381"," ","Credit card refinancing","Debt Consolidation","Scottsdale","AZ","","0","11","2239","75.0","47.9","29.07","0","0.0","10-01-2002 16:33:16","680","684","3","40"," ","3"," ","40","15","0","15","0","0","106103","3148.0","47.0","4300","56","115594","128","24"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","15","5","4","122294","106103","7579","18","4","4","98","0","0","0","30","128","6","123","15","6700","6","6","0",
"4155331","5297552","10000.0","7600.0","36","19.99","16.29","4.70","0.71","353.01","C","C4","Glen Oaks Nursing home","7 years","Employed","RENT","40000.0","FALSE","04-06-2013 13:38:25","04-20-2013 13:49:37","04-06-2013 14:00:44","04-02-2013 01:27:29"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4155331"," ","Credit card refinancing","sto.tomas","Great lakes","IL","","0","1","494","80.0","93.9","24.12","1","0.0","05-04-2007 01:27:29","660","664","1","11"," ","4"," "," ","24","1","13","0","0","15782","13363.0","83.0","8100","22","21235"," ","18"," ","f","04-06-2013 14:00:00","0","1","0","0","0","11","13","0","24","37335","15782","1214","8","5","5","100","1","0","0","3","64","10","72","24","16100","10","12","0",
"4224849","5397021","17050.0","14600.0","36","19.49","15.80","4.40","0.70","597.75","C","C3","L AMANTI STUDIO","8 years","Employed","RENT","38000.0","FALSE","04-05-2013 13:19:43","04-19-2013 13:30:06","04-05-2013 14:00:42","04-05-2013 13:17:34"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4224849","  Borrower added on 04/05/13 > THE INTEREST OF A FEW CREDIT CARDS  ARE KILLERS . THIS NEED TO END AND NOW .<br>","Credit card refinancing","PAY OFF","WEST NEWTON","MA","","0","1","8000","50.0","67.5","13.96","0","0.0","08-27-1997 13:17:34","675","679","0","35"," ","7"," ","36","65","0","12","0","0","16600","16600.0","64.6","24600","34","0"," ","30","36","w","04-06-2013 02:00:00","0","0","0","0","0","null","12","1","8","25700","16600","2075","20","6","8","93","0","0","0","3","125","6","190","8","25700","6","12","0",
"4255238","5427449","11500.0","9000.0","36","19.99","16.29","4.70","0.71","405.96","C","C4","Burch Creative Capital ","1 year","Employed","RENT","44000.0","FALSE","04-06-2013 09:16:54","04-20-2013 10:01:38","04-06-2013 14:00:44","04-06-2013 09:16:10"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255238"," ","Credit card refinancing","credit card dept","williston park","NY","","0","4","844","80.0","93.5","18.98","0","0.0","12-10-2000 08:16:10","675","679","0"," "," ","8"," "," ","7","0","9","0","0","18628","15065.0","84.6","13009","10","15646"," ","8"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","9","3","7","35643","18628","2070","6","4","5","100","0","0","0","1","49","5","48","7","17809","5","7","0",
"4245142","5417334","9000.0","6375.0","36","6.78","6.03","0.75","0.68","273.92","A","A1","","4 years","Self-employed","MORTGAGE","90000.0","FALSE","04-06-2013 07:36:30","04-20-2013 07:47:04","04-06-2013 10:00:51","04-06-2013 07:32:01"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245142"," ","Debt consolidation","Debt consolidation","Arenas Valley","NM","","0","7","34490","0.0","16.1","13.07","1","0.0","06-19-1999 07:32:01","750","754","0","18"," ","16"," ","18","13","3","16","0","0","50050","13776.0","22.5","41100","39","40765","135","27"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","16","2","5","246665","183313","13094","17","2","7","94","0","0","0","9","152","3","168","13","61200","3","13","0",
"4185597","5327827","22875.0","19975.0","60","15.42","13.11","3.50","0.44","521.77","B","B4","King Capital Advisors Inc","7 years","Employed","MORTGAGE","52000.0","FALSE","04-05-2013 10:30:07","04-19-2013 10:33:19","04-05-2013 14:00:42","04-02-2013 11:18:37"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4185597"," ","Debt consolidation","Debt Consolidation","KATY","TX","","0","3","14267","0.0","56.4","10.41","0","0.0","08-10-1994 11:18:37","725","729","0"," "," ","8"," "," ","69","4","14","0","0","20290","20290.0","43.7","32700","34","0","109","20"," ","f","04-05-2013 14:00:00","0","0","0","0","0","null","14","0","13","155067","121759","13529","7","3","6","100","0","0","0","9","109","5","227","13","46400","5","12","0",
"4245200","5417400","8000.0","4825.0","36","13.99","11.14","2.80","0.70","262.45","B","B2","Law Firm","< 1 year","Employed","MORTGAGE","78000.0","FALSE","04-06-2013 10:50:32","04-20-2013 10:58:49","04-06-2013 14:00:44","04-06-2013 09:54:18"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245200"," ","Debt consolidation","Freedom Loan","Pembroke Pines","FL","","0","1","3820","60.0","74.2","10.32","2","0.0","08-12-2000 09:54:18","685","689","0","9"," "," "," ","9","34","1","19","0","0","179882","11210.0","69.2","14800","61","169636","140","15"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","19","1","12","383178","368659","20481","8","5","5","95","0","0","0","45","154","6","154","12","16200","6","8","0",
"4184880","5327060","14100.0","10875.0","36","13.99","11.14","2.80","0.70","462.56","B","B2","State of Hawaii","< 1 year","Employed","MORTGAGE","40000.0","FALSE","04-05-2013 18:40:30","04-19-2013 18:45:12","04-06-2013 06:01:35","04-05-2013 18:35:03"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4184880"," ","Credit card refinancing","Debt Consolidation","Volcano","HI","","0","3","7428","25.0","46.6","25.77","0","0.0","11-29-2002 17:35:03","715","719","1"," "," ","1"," "," ","29","1","19","0","0","28895","11727.0","48.7","13900","27","29043","86","14"," ","f","04-06-2013 06:00:00","0","0","0","0","0","null","19","1","11","196148","167181","9834","8","4","4","100","0","0","0","12","126","6","89","17","24100","6","10","0",
"4245179","5417374","35000.0","31725.0","60","24.50","21.98","7.60","0.47","966.27","E","E4","Zayachek Mechanical","< 1 year","Employed","RENT","120000.0","FALSE","04-06-2013 09:30:22","04-20-2013 09:35:09","04-06-2013 10:00:51","04-06-2013 09:11:28"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245179"," ","Debt consolidation","debt consolodation","SARATOGA SPRINGS","NY","","0","3","407","66.7","96.8","16.87","0","0.0","12-08-1989 08:11:28","695","699","2"," "," ","4"," "," ","66","1","7","0","0","88145","13652.0","88.1","12600","19","80917","135","9"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","7","2","4","96417","88145","12592","6","3","3","100","0","0","0","9","135","5","284","17","15500","5","5","0",
"4225146","5397346","10750.0","7425.0","36","10.99","8.90","1.75","0.69","341.35","A","A5","Presidio","2 years","Employed","MORTGAGE","40000.0","FALSE","04-06-2013 08:29:07","04-20-2013 08:36:00","04-06-2013 10:00:51","04-06-2013 08:27:45"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225146"," ","Debt consolidation","the pay off ","LONGWOOD","FL","","0","5","679","0.0","62.3","13.56","0","0.0","10-26-2003 07:27:45","735","739","0"," "," ","8"," "," ","115","4","8","0","0","13812","7548.0","24.4","1800","15","12228"," ","10"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","8","3","8","264028","233409","29176","4","1","1","100","0","0","0","1","41","5","115","8","30900","5","6","0",
"4215242","5387449","10000.0","6650.0","36","18.99","15.31","4.15","0.70","348.18","C","C2","Crystal SPRINGS IInc.","10+ years","Employed","MORTGAGE","45000.0","FALSE","04-06-2013 11:52:15","04-20-2013 11:56:38","04-06-2013 14:00:44","04-06-2013 11:44:22"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4215242"," ","Debt consolidation","Oreo","FALL RIVER","MA","","0","9","12019","66.7","38.4","22.77","1","0.0","07-13-2000 11:44:22","685","689","2","9"," ","4"," ","9","2","1","17","0","0","26552","11281.0","40.4","19500","22","21551"," ","20","9","f","04-06-2013 14:00:00","0","0","0","0","0","null","17","5","2","241451","215544","13472","12","5","7","95","0","0","0","1","30","11","155","2","27900","11","15","0",
"4224598","5396751","13800.0","10425.0","36","6.78","6.03","0.75","0.68","420.02","A","A1","City Of Joliet","10+ years","Employed","MORTGAGE","172000.0","FALSE","04-05-2013 06:03:34","04-20-2013 07:41:12","04-06-2013 10:00:51","04-05-2013 06:02:19"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4224598"," ","Debt consolidation","Credt Card Consolidation","Joliet","IL","","0","5","10985","20.0","47.7","6.63","0","0.0","03-03-1985 05:02:19","775","779","0"," "," ","7"," "," ","35","6","16","0","0","41798","12050.0","36.0","21000","31","32873","135","23"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","16","4","7","233373","206816","15909","12","4","5","100","0","0","0","2","135","7","342","9","33500","7","14","0",
"4235256","5407480","8400.0","4975.0","36","13.99","11.14","2.80","0.70","275.57","B","B2","Funk and Company","10+ years","Employed","MORTGAGE","54046.0","FALSE","04-06-2013 11:13:42","04-20-2013 11:20:57","04-06-2013 14:00:44","04-06-2013 11:05:02"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235256"," ","Debt consolidation","Consolidation","EL PASO","TX","","0","1","16652","50.0","52.0","32.33","1","0.0","03-04-1985 10:05:02","730","734","0","10"," "," "," "," ","150","2","12","0","0","63241","24188.0","50.2","34700","23","63712","181","11"," ","f","04-06-2013 14:00:00","0","1","0","0","0","37","12","0","15","156912","85775","7148","4","2","2","91","0","0","0","10","181","6","342","82","48200","6","6","0",
"4157345","5299742","25000.0","21550.0","60","19.68","17.27","4.95","0.45","624.95","C","C5","BBC Worldwide Americas","1 year","Employed","RENT","65000.0","FALSE","04-05-2013 11:52:19","04-19-2013 12:00:21","04-05-2013 14:00:42","04-04-2013 20:26:50"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4157345","  Borrower added on 04/05/13 > The purpose of this loan is to pay off my credit cards balances and consolidate my debt into a single easy monthly payment.  My goal is to have this loan fully funded, so please do not hesitate to contact me if you have any questions. Thank you very much in advance.<br>","Debt consolidation","Debt Consolidation Loan","MIAMI","FL","","0","7","39871","15.4","41.3","27.95","0","0.0","11-19-1998 19:26:49","725","729","3"," "," ","5"," "," ","18","0","19","0","0","85450","31076.0","39.8","67900","29","62172","49","21"," ","f","04-05-2013 14:00:00","0","0","0","0","0","null","19","1","5","140172","85450","4497","16","12","13","100","0","0","0","8","75","14","175","18","78000","14","17","0",
"4254706","5426868","21000.0","17525.0","60","10.21","8.90","1.75","0.42","434.91","A","A5","US Manufacturing","1 year","Employed","MORTGAGE","198000.0","FALSE","04-05-2013 09:03:47","04-19-2013 09:13:32","04-05-2013 10:00:42","04-05-2013 09:01:15"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4254706"," ","Major purchase","Vacation club","Canton","MI","","0","6","53270","0.0","16.6","7.87","0","0.0","02-13-2000 08:01:15","790","794","0"," "," ","7"," "," ","9","5","12","0","0","83015","56674.0","17.4","63900","26","41227","119","15"," ","f","04-05-2013 10:00:00","0","0","0","0","0","null","12","4","8","489127","399294","33275","9","2","5","100","0","0","0","6","119","4","160","9","125900","4","9","0",
"4215099","5387293","13500.0","9900.0","36","16.99","14.09","3.70","0.70","461.99","B","B5","MicroEdge LLC","10+ years","Employed","MORTGAGE","70000.0","FALSE","04-06-2013 05:59:18","04-20-2013 11:41:10","04-06-2013 14:00:44","04-06-2013 05:50:35"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4215099"," ","Credit card refinancing","Debt Loan","CHICHESTER","NH","","0","2","2411","80.0","82.8","12.5","0","0.0","12-13-1988 04:50:35","700","704","1"," "," ","6"," "," ","24","0","7","0","0","20058","15154.0","85.1","14000","12","11251"," ","9"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","7","0","22","29051","20058","2865","8","5","5","100","0","0","0","3","131","6","296","24","17800","6","6","0",
"4225040","5397225","6925.0","3300.0","36","20.99","17.27","4.95","0.71","247.83","C","C5","","7 years","Self-employed","MORTGAGE","100000.0","FALSE","04-05-2013 20:16:43","04-19-2013 20:22:50","04-06-2013 06:01:35","04-05-2013 20:14:34"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225040"," ","Debt consolidation","consolidate","Ooltewah","TN","","0","12","16673","55.6","59.1","33.0","0","0.0","11-27-1991 19:14:34","670","674","5","27"," ","0"," "," ","4","3","21","0","0","176109","115584.0","49.3","40800","32","84368","61","23"," ","w","04-06-2013 18:00:00","0","0","0","0","0","null","21","8","3","462013","388164","18484","12","8","9","96","0","0","0","6","61","13","260","3","145900","13","15","0",
"4224857","5397030","13800.0","10100.0","60","19.68","17.27","4.95","0.45","344.98","C","C5","WA State Health Care Authority","10+ years","Employed","MORTGAGE","62796.0","FALSE","04-05-2013 14:38:38","04-19-2013 14:42:41","04-05-2013 18:00:47","04-05-2013 13:33:58"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4224857"," ","Debt consolidation","Debt Consolidation","OLYMPIA","WA","","0","7","9090","33.3","45.6","22.07","0","0.0","01-20-1993 12:33:58","665","669","1","64"," ","3"," ","64","8","2","15","0","0","40536","24551.0","70.1","16700","26","18500"," ","18","64","f","04-05-2013 18:00:00","0","1","0","0","0","64","15","2","8","290462","273162","21012","12","4","6","96","0","0","0","6","111","7","246","8","35000","7","12","54",
"4254772","5426940","21000.0","17300.0","60","15.42","13.11","3.50","0.44","479.0","B","B4","Murphy Exploration & Production Company","5 years","Employed","RENT","91801.6","TRUE","04-05-2013 10:30:30","04-19-2013 10:34:40","04-05-2013 14:00:42","04-05-2013 10:30:04"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4254772"," ","Debt consolidation","Debt Consolidation","Houston","TX","","0","0","919","75.0","86.1","11.49","0","0.0","04-15-1994 10:30:04","700","704","0","59"," ","21"," ","59","40","0","12","0","0","15634","12383.0","74.6","6600","22","32279"," ","17","59","f","04-05-2013 14:00:00","0","1","0","0","0","82","12","0","31","48879","15634","1421","10","3","4","90","0","0","0","5","129","8","231","31","16600","8","11","0",
"4245282","5417491","31300.0","27575.0","60","22.19","19.72","6.25","0.46","824.39","D","D5","Market Dunya ","4 years","Employed","OWN","70000.0","FALSE","04-06-2013 12:15:12","04-20-2013 12:34:04","04-06-2013 14:00:44","04-06-2013 12:13:32"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245282"," ","Home improvement","Home improvement ","MELROSE","MA","","0","3","14639","33.3","57.7","8.76","0","0.0","09-06-2001 12:13:32","685","689","0"," "," ","11"," "," ","21","0","14","0","0","24385","24385.0","60.1","34600","27","0","112","22"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","14","1","10","40600","24385","2709","15","2","10","100","0","0","0","4","120","4","141","10","40600","4","14","0",
"4215194","5387398","5000.0","1200.0","36","19.99","16.29","4.70","0.71","176.51","C","C4","City of Yakima","7 years","Employed","MORTGAGE","52200.0","FALSE","04-06-2013 09:44:27","04-20-2013 09:49:44","04-06-2013 10:00:51","04-06-2013 09:43:22"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4215194"," ","Medical expenses","Medical Bill Relief","Moxee","WA","","0","3","850","50.0","69.6","23.63","0","0.0","03-12-1995 08:43:22","735","739","0"," "," ","11"," "," ","37","3","9","0","0","32155","11870.0","92.7","2800","14","31115"," ","7"," ","w","04-06-2013 22:00:00","0","0","0","0","0","null","9","0","23","240461","218694","31242","3","1","3","100","0","0","0","2","23","2","220","23","12800","2","5","0",
"4245078","5417263","20500.0","16675.0","36","20.99","17.27","4.95","0.71","733.64","C","C5","American Mobile-Nursing","2 years","Employed","RENT","100000.0","FALSE","04-06-2013 00:30:15","04-20-2013 04:05:38","04-06-2013 06:01:35","04-06-2013 00:14:19"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245078"," ","Credit card refinancing","credit card consolidation","Sunnyvale","CA","","0","7","5175","83.3","79.7","15.09","0","0.0","04-08-2007 00:14:19","665","669","2"," "," ","4"," "," ","6","0","16","0","0","51700","24214.0","57.1","25500","23","33462","25","20"," ","f","04-06-2013 06:00:00","0","0","0","0","0","null","16","4","4","75862","51700","3231","7","6","6","100","0","0","0","3","67","12","73","4","42400","12","15","0",
"4255047","5427235","21000.0","17075.0","36","17.99","14.33","3.85","0.70","721.11","C","C1","Washington Trust Company","2 years","Employed","MORTGAGE","95000.0","FALSE","04-05-2013 18:28:43","04-19-2013 19:15:11","04-06-2013 06:01:36","04-05-2013 18:23:36"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255047"," ","Debt consolidation","Financial Freedom","SOUTHBOROUGH","MA","","0","8","2172","66.7","74.4","20.94","0","0.0","07-23-1998 18:23:36","670","674","0","30"," ","7","64","30","7","4","18","0","0","72619","22398.0","62.7","8500","32","80942","149","20"," ","f","04-06-2013 06:00:00","0","0","0","0","0","null","18","4","7","116642","72619","4272","4","3","3","80","0","0","0","8","154","11","179","7","35700","11","14","0",
"4235328","5407558","14400.0","10400.0","36","20.99","17.27","4.95","0.71","515.34","C","C5","ASSA ABLOY DSS of the Rockies","< 1 year","Employed","MORTGAGE","75000.0","FALSE","04-06-2013 13:25:48","04-20-2013 13:38:45","04-06-2013 14:00:44","04-06-2013 13:13:03"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235328"," ","Debt consolidation","CCdebt ","Denver","CO","","0","4","0","100.0","100.2","28.58","0","0.0","09-26-2003 13:13:03","685","689","1"," "," ","3"," "," ","18","1","12","0","0","99825","23691.0","79.0","12200","29","104741","116","13"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","12","3","7","339955","294335","26758","6","2","2","100","0","0","0","15","116","5","108","7","30000","5","7","0",
"4255427","5427652","8875.0","4850.0","36","21.50","17.77","5.30","0.71","319.83","D","D1","metropolitan market","5 years","Employed","RENT","42000.0","FALSE","04-06-2013 15:32:20","04-20-2013 15:39:58","04-06-2013 18:00:48","04-06-2013 15:31:34"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255427"," ","Debt consolidation","Reduce My Bills ","seattle","WA","","0","7","1403","33.3","64.9","15.77","0","0.0","08-12-1983 15:31:34","685","689","1","47"," ","2"," ","47","2","0","9","0","0","16000","3838.0","33.4","4000","30","13563","107","23","47","f","04-06-2013 18:00:00","0","5","0","0","0","47","9","5","2","25063","16000","1778","16","2","3","80","0","0","0","5","107","3","361","2","11500","3","7","0",
"4224797","5396970","12000.0","7900.0","60","20.93","18.49","5.55","0.45","307.93","D","D2","clayton sand co","10+ years","Employed","MORTGAGE","72000.0","FALSE","04-06-2013 12:12:35","04-20-2013 12:24:30","04-06-2013 14:00:44","04-06-2013 12:12:18"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4224797"," ","Credit card refinancing","payoff loan","FORKED RIVER","NJ","","0","2","1795","50.0","73.6","19.97","2","0.0","12-19-1987 11:12:17","675","679","0","11"," ","10","18","11","30","4","18","0","0","21304","8393.0","53.5","6800","37","31927","129","23","11","f","04-06-2013 14:00:00","0","1","1","0","0","null","18","2","6","233422","198012","12376","13","5","6","81","0","0","0","10","129","11","308","27","15700","11","14","0",
"4197444","5339844","32875.0","28750.0","60","22.19","19.72","6.25","0.46","865.88","D","D5","","n/a","Other","RENT","125000.0","FALSE","04-04-2013 17:41:11","04-18-2013 17:52:28","04-04-2013 17:52:28","04-04-2013 17:36:45"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4197444"," ","Debt consolidation","Debt consolidation","PUEBLO","CO","","0","3","672","50.0","89.7","8.94","1","0.0","04-12-2000 17:36:45","685","689","1","8"," ","5"," "," ","72","1","13","0","0","27971","5828.0","39.9","6500","41","41117","80","10"," ","w","04-05-2013 06:00:00","0","1","0","0","0","8","13","1","5","55717","27971","2152","5","2","2","97","1","0","0","30","158","2","85","17","14600","2","5","0",
"4215404","5387623","8000.0","3625.0","36","19.99","16.29","4.70","0.71","282.41","C","C4","Jabil","10+ years","Employed","MORTGAGE","75000.0","FALSE","04-06-2013 16:59:11","04-20-2013 17:04:10","04-06-2013 18:00:48","04-06-2013 16:58:14"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4215404"," ","Credit card refinancing","credit card pay off","LOUISVILLE","KY","","0","7","1613","60.0","82.3","18.15","1","0.0","12-14-2005 15:58:14","665","669","1","21"," ","6"," ","21","1","2","12","0","0","61996","8785.0","61.4","9100","19","54402"," ","13","21","f","04-06-2013 18:00:00","0","0","0","0","0","null","12","2","1","370147","348997","31727","10","4","5","88","0","0","0","4","79","6","89","1","14300","6","8","226",
"4044926","5177128","14400.0","9975.0","36","9.98","7.90","1.55","0.68","450.58","A","A4","JustiCorp","10+ years","Employed","MORTGAGE","55000.0","FALSE","04-05-2013 13:57:54","04-19-2013 14:08:17","04-05-2013 18:00:47","04-02-2013 12:17:43"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4044926"," ","Debt consolidation","Debt consolidation","Downingtown","PA","","0","3","3765","50.0","83.5","20.68","0","0.0","06-19-1981 12:17:43","755","759","1"," "," ","5"," "," ","13","3","10","0","0","60240","48512.0","77.9","22800","20","15431","19","15"," ","f","04-05-2013 18:00:00","0","0","0","0","0","null","10","0","13","186231","157283","19660","6","2","3","100","0","0","0","1","19","5","153","13","62300","5","7","0",
"4215344","5387557","8000.0","3475.0","36","19.49","15.80","4.40","0.70","280.47","C","C3","","3 years","Self-employed","MORTGAGE","42000.0","FALSE","04-06-2013 15:05:14","04-20-2013 15:09:21","04-06-2013 18:00:48","04-06-2013 15:01:25"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4215344"," ","Credit card refinancing","Consolidation","Muskegon","MI","","0","3","170","100.0","97.6","19.09","0","0.0","09-05-1984 15:01:25","690","694","0","28"," ","13"," ","28","14","0","9","0","0","36155","36155.0","94.6","7000","18","0"," ","17","28","f","04-06-2013 18:00:00","0","0","0","0","0","null","9","1","9","38200","36155","4017","4","2","2","93","0","0","0","1","128","9","348","9","38200","9","9","0",
"4085114","5217340","35000.0","30300.0","60","25.50","22.95","8.25","0.47","985.67","F","F1","AT&T Inc.","10+ years","Employed","MORTGAGE","97000.0","FALSE","04-05-2013 11:19:17","04-19-2013 11:33:26","04-05-2013 14:00:42","04-05-2013 11:18:39"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4085114","  Borrower added on 04/05/13 > I am sick and tired of all these freakin credit cards I've gotten myself into over the years. Once and for all, I'd like to pay them off and never charge on them again. This loan will allow me to achieve that goal and be free of this financial burden for good in 5 years (or less).<br>","Debt consolidation","Help me consolidate all of this DEBT!!!","Cibolo","TX","","0","13","38","100.0","99.9","26.66","0","0.0","03-25-1998 10:18:39","690","694","1"," "," ","0"," "," ","17","1","23","0","0","82482","36805.0","97.9","27900","58","59751","127","24"," ","f","04-05-2013 14:00:00","0","0","0","0","0","null","23","5","2","305215","282673","12290","15","12","12","100","0","0","0","33","127","15","183","17","37600","15","18","0",
